algo,metric,value
rsa-15360,pss-verify-wall-p95-ns,6561851.0
rsa-15360,pss-verify-wall-p99-ns,6563463.0
rsa-15360,pss-verify-wall-ci95lo-ns,6554881.0
rsa-15360,pss-verify-wall-ci95hi-ns,6556892.3
rsa-15360,pss-verify-cyc-median,354068.0
rsa-15360,pss-verify-cyc-mean,354012.6
rsa-15360,pss-verify-persec,152.5
rsa-15360,oaep-encrypt-iters,100
rsa-15360,oaep-encrypt-wall-median-ns,6579074.0
rsa-15360,oaep-encrypt-wall-mean-ns,6578159.2
rsa-15360,oaep-encrypt-wall-std-ns,4343.4
rsa-15360,oaep-encrypt-wall-p95-ns,6584537.0
rsa-15360,oaep-encrypt-wall-p99-ns,6587185.0
rsa-15360,oaep-encrypt-wall-ci95lo-ns,6577307.9
rsa-15360,oaep-encrypt-wall-ci95hi-ns,6579010.5
rsa-15360,oaep-encrypt-cyc-median,355265.0
rsa-15360,oaep-encrypt-cyc-mean,355215.4
rsa-15360,oaep-encrypt-persec,152.0
rsa-15360,oaep-decrypt-iters,100
rsa-15360,oaep-decrypt-wall-median-ns,1601459740.0
rsa-15360,oaep-decrypt-wall-mean-ns,1603329934.7
rsa-15360,oaep-decrypt-wall-std-ns,10636029.7
rsa-15360,oaep-decrypt-wall-p95-ns,1601582591.0
rsa-15360,oaep-decrypt-wall-p99-ns,1663506629.0
rsa-15360,oaep-decrypt-wall-ci95lo-ns,1601245272.9
rsa-15360,oaep-decrypt-wall-ci95hi-ns,1605414596.5
rsa-15360,oaep-decrypt-cyc-median,86478813.0
rsa-15360,oaep-decrypt-cyc-mean,86579800.7
rsa-15360,oaep-decrypt-persec,0.6
rsa-15360,size-key-bits,15360
rsa-15360,size-signature-bytes,1920
