algo,metric,value
ML-DSA-65,keygen-cyc-mean,40271.4
ML-DSA-65,keygen-persec,1344.5
ML-DSA-65,sign-iters,1000
ML-DSA-65,sign-wall-median-ns,3533555.0
ML-DSA-65,sign-wall-mean-ns,4311264.7
ML-DSA-65,sign-wall-std-ns,3084628.3
ML-DSA-65,sign-wall-p95-ns,10953204.0
ML-DSA-65,sign-wall-p99-ns,14331463.0
ML-DSA-65,sign-wall-ci95lo-ns,4120077.5
ML-DSA-65,sign-wall-ci95hi-ns,4502452.0
ML-DSA-65,sign-cyc-median,190804.0
ML-DSA-65,sign-cyc-mean,232802.3
ML-DSA-65,sign-persec,283.0
ML-DSA-65,verify-iters,1000
ML-DSA-65,verify-wall-median-ns,795259.0
ML-DSA-65,verify-wall-mean-ns,797539.4
ML-DSA-65,verify-wall-std-ns,5679.5
ML-DSA-65,verify-wall-p95-ns,805314.0
ML-DSA-65,verify-wall-p99-ns,824685.0
ML-DSA-65,verify-wall-ci95lo-ns,797187.4
ML-DSA-65,verify-wall-ci95hi-ns,797891.5
ML-DSA-65,verify-cyc-median,42938.0
ML-DSA-65,verify-cyc-mean,43060.7
ML-DSA-65,verify-persec,1257.5
ML-DSA-65,size-key-bits,15616
ML-DSA-65,size-pubkey-bytes,1952
ML-DSA-65,size-privkey-bytes,4032
ML-DSA-65,size-signature-bytes,3309
ML-DSA-87,keygen-iters,1000
ML-DSA-87,keygen-wall-median-ns,1108963.0
ML-DSA-87,keygen-wall-mean-ns,1111973.5
ML-DSA-87,keygen-wall-std-ns,22140.6
ML-DSA-87,keygen-wall-p95-ns,1121945.0
ML-DSA-87,keygen-wall-p99-ns,1144778.0
ML-DSA-87,keygen-wall-ci95lo-ns,1110601.3
ML-DSA-87,keygen-wall-ci95hi-ns,1113345.8
ML-DSA-87,keygen-cyc-median,59878.0
ML-DSA-87,keygen-cyc-mean,60040.3
ML-DSA-87,keygen-persec,901.7
ML-DSA-87,sign-iters,1000
ML-DSA-87,sign-wall-median-ns,4131000.0
ML-DSA-87,sign-wall-mean-ns,4787912.3
ML-DSA-87,sign-wall-std-ns,2953247.0
ML-DSA-87,sign-wall-p95-ns,10898315.0
ML-DSA-87,sign-wall-p99-ns,14781129.0
ML-DSA-87,sign-wall-ci95lo-ns,4604868.1
ML-DSA-87,sign-wall-ci95hi-ns,4970956.4
ML-DSA-87,sign-cyc-median,223070.0
ML-DSA-87,sign-cyc-mean,258541.4
ML-DSA-87,sign-persec,242.1
ML-DSA-87,verify-iters,1000
ML-DSA-87,verify-wall-median-ns,1226740.0
ML-DSA-87,verify-wall-mean-ns,1229657.9
ML-DSA-87,verify-wall-std-ns,5830.9
ML-DSA-87,verify-wall-p95-ns,1236630.0
ML-DSA-87,verify-wall-p99-ns,1256537.0
ML-DSA-87,verify-wall-ci95lo-ns,1229296.5
ML-DSA-87,verify-wall-ci95hi-ns,1230019.3
ML-DSA-87,verify-cyc-median,66238.0
ML-DSA-87,verify-cyc-mean,66394.9
ML-DSA-87,verify-persec,815.2
ML-DSA-87,size-key-bits,20736
ML-DSA-87,size-pubkey-bytes,2592
ML-DSA-87,size-privkey-bytes,4896
ML-DSA-87,size-signature-bytes,4627
rsa-7680,key-size,7680
rsa-7680,keygen-iters,5
rsa-7680,keygen-wall-median-ns,27617559261.0
rsa-7680,keygen-wall-mean-ns,35303866534.6
rsa-7680,keygen-wall-std-ns,22065738379.0
rsa-7680,keygen-wall-p95-ns,63837228777.0
rsa-7680,keygen-wall-p99-ns,63837228777.0
rsa-7680,keygen-wall-ci95lo-ns,15962394066.9
rsa-7680,keygen-wall-ci95hi-ns,54645339002.3
rsa-7680,keygen-cyc-median,1491348172.0
rsa-7680,keygen-cyc-mean,1906408773.6
rsa-7680,keygen-persec,0.0
rsa-7680,pss-sign-iters,100
rsa-7680,pss-sign-wall-median-ns,227736814.0
rsa-7680,pss-sign-wall-mean-ns,228260491.5
rsa-7680,pss-sign-wall-std-ns,2909700.7
rsa-7680,pss-sign-wall-p95-ns,228081629.0
rsa-7680,pss-sign-wall-p99-ns,244761667.0
rsa-7680,pss-sign-wall-ci95lo-ns,227690190.2
rsa-7680,pss-sign-wall-ci95hi-ns,228830792.9
rsa-7680,pss-sign-cyc-median,12297781.0
rsa-7680,pss-sign-cyc-mean,12326055.3
rsa-7680,pss-sign-persec,4.4
rsa-7680,pss-verify-iters,100
rsa-7680,pss-verify-wall-median-ns,1746704.0
rsa-7680,pss-verify-wall-mean-ns,1750409.6
rsa-7680,pss-verify-wall-std-ns,4966.9
rsa-7680,pss-verify-wall-p95-ns,1756259.0
rsa-7680,pss-verify-wall-p99-ns,1759944.0
rsa-7680,pss-verify-wall-ci95lo-ns,1749436.1
rsa-7680,pss-verify-wall-ci95hi-ns,1751383.2
rsa-7680,pss-verify-cyc-median,94317.0
rsa-7680,pss-verify-cyc-mean,94517.2
rsa-7680,pss-verify-persec,572.5
rsa-7680,oaep-encrypt-iters,100
rsa-7680,oaep-encrypt-wall-median-ns,1764241.0
rsa-7680,oaep-encrypt-wall-mean-ns,1767585.0
rsa-7680,oaep-encrypt-wall-std-ns,5828.2
rsa-7680,oaep-encrypt-wall-p95-ns,1774759.0
rsa-7680,oaep-encrypt-wall-p99-ns,1791334.0
rsa-7680,oaep-encrypt-wall-ci95lo-ns,1766442.7
rsa-7680,oaep-encrypt-wall-ci95hi-ns,1768727.3
rsa-7680,oaep-encrypt-cyc-median,95263.0
rsa-7680,oaep-encrypt-cyc-mean,95444.4
rsa-7680,oaep-encrypt-persec,566.8
rsa-7680,oaep-decrypt-iters,100
rsa-7680,oaep-decrypt-wall-median-ns,227927888.0
rsa-7680,oaep-decrypt-wall-mean-ns,228453440.2
rsa-7680,oaep-decrypt-wall-std-ns,2938596.0
rsa-7680,oaep-decrypt-wall-p95-ns,228094371.0
rsa-7680,oaep-decrypt-wall-p99-ns,244994722.0
rsa-7680,oaep-decrypt-wall-ci95lo-ns,227877475.4
rsa-7680,oaep-decrypt-wall-ci95hi-ns,229029405.0
rsa-7680,oaep-decrypt-cyc-median,12308098.0
rsa-7680,oaep-decrypt-cyc-mean,12336476.9
rsa-7680,oaep-decrypt-persec,4.4
rsa-7680,size-key-bits,7680
rsa-7680,size-signature-bytes,960
rsa-15360,key-size,15360
rsa-15360,keygen-iters,5
rsa-15360,keygen-wall-median-ns,588867499668.0
rsa-15360,keygen-wall-mean-ns,518067753613.8
rsa-15360,keygen-wall-std-ns,283430549659.7
rsa-15360,keygen-wall-p95-ns,803960209410.0
rsa-15360,keygen-wall-p99-ns,803960209410.0
rsa-15360,keygen-wall-ci95lo-ns,269629923045.7
rsa-15360,keygen-wall-ci95hi-ns,766505584181.9
rsa-15360,keygen-cyc-median,31798844971.0
rsa-15360,keygen-cyc-mean,27975658679.2
rsa-15360,keygen-persec,0.0
rsa-15360,pss-sign-iters,100
rsa-15360,pss-sign-wall-median-ns,1601906925.0
rsa-15360,pss-sign-wall-mean-ns,1603837031.8
rsa-15360,pss-sign-wall-std-ns,10953459.1
rsa-15360,pss-sign-wall-p95-ns,1602284351.0
rsa-15360,pss-sign-wall-p99-ns,1665874055.0
rsa-15360,pss-sign-wall-ci95lo-ns,1601690153.9
rsa-15360,pss-sign-wall-ci95hi-ns,1605983909.8
rsa-15360,pss-sign-cyc-median,86502923.0
rsa-15360,pss-sign-cyc-mean,86607169.2
rsa-15360,pss-sign-persec,0.6
rsa-15360,pss-verify-iters,100
rsa-15360,pss-verify-wall-median-ns,6558648.0
rsa-15360,pss-verify-wall-mean-ns,6557263.0
rsa-15360,pss-verify-wall-std-ns,4365.5
